MODEL, CONNECTOR, FORM, MATCH, SCANNED, SIZE, MAKER
IDEAPAD_S10_3T, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_S200, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_S206, CUSTOM, CUSTOM, false, true, , Lenovo
IDEAPAD_S20_30_TOUCH, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_S210_SERIES, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_S210_TOUCH, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_S215_TOUCH, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_S300, CUSTOM, CUSTOM, false, false, , 
IDEAPAD_S410P, PIN_4, RECTANGLE, false, false, , 
IDEAPAD_S500, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_S510P_TOUCH, PIN_4, RECTANGLE, false, true, , Lenovo
IDEAPAD_S6000, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_TABLET_K1, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_U260, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_U300S, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_U310, CUSTOM, CUSTOM, false, true, , Lenovo
IDEAPAD_U330, CUSTOM, CUSTOM, false, false, , 
IDEAPAD_U330P, CUSTOM, CUSTOM, false, false, , 
IDEAPAD_U330T, CUSTOM, UNKNOWN, false, true, , Lenovo
IDEAPAD_U330_TOUCH, CUSTOM, CUSTOM, false, false, , 
IDEAPAD_U410_TOUCH, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_U41_70, CUSTOM, CUSTOM, false, false, , 
IDEAPAD_U430P_TOUCH, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_U430_TOUCH, PIN_3, RECTANGLE, false, true, , Lenovo
IDEAPAD_U460, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_U470, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_U510, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_V360, CUSTOM, CUSTOM, false, true, , Lenovo
IDEAPAD_V450, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Y330, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Y400, CUSTOM, CUSTOM, false, true, 50.4 x 20.2 x 0.0, Lenovo
IDEAPAD_Y400_SERIES, CUSTOM, CUSTOM, false, true, , Lenovo
IDEAPAD_Y480, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_Y500, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Y580, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Y650, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Y700_15ACZ, PIN_12, RECTANGLE, false, false, , 
IDEAPAD_Y700_15ISK, CUSTOM, CUSTOM, false, false, , 
IDEAPAD_Y700_17ISK, PIN_12, RECTANGLE, false, false, , 
IDEAPAD_Y900_17ISK, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_Y900，IDEAPAD_Y910, UNKNOWN, UNKNOWN, false, false, , 
IDEAPAD_YOGA_11S, CUSTOM, CUSTOM, false, true, , Lenovo
IDEAPAD_Z380, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Z400, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Z460, UNKNOWN, UNKNOWN, false, true, , Lenovo
IDEAPAD_Z500, CUSTOM, CUSTOM, false, true, , Lenovo
IDEAPAD_Z710, PIN_4, RECTANGLE, false, false, , 
IDEATAB_K3_LYNX_K3011W, UNKNOWN, UNKNOWN, false, false, , 
IDPATAB_S2007A_D, UNKNOWN, UNKNOWN, false, true, , Lenovo
IEI_BAT_LT_4S2P3800, UNKNOWN, UNKNOWN, false, true, , Aups
IF00, CUSTOM, CUSTOM, false, true, , Compal
IM_M150261, UNKNOWN, UNKNOWN, false, true, , Dell
INCHMI_AIR, PIN_10, RECTANGLE, false, false, , 
INCHMI_AIR_12, UNKNOWN, UNKNOWN, false, false, , 
INCHMI_AIR_12_5, UNKNOWN, CUSTOM, false, true, , Xiaomi
INCHMI_AIR_13, PIN_10, RECTANGLE, false, false, , 
INCHMI_AIR_13_3, UNKNOWN, UNKNOWN, false, false, , 
INCHMI_PRO, CUSTOM, CUSTOM, false, false, , 
INCHMI_PRO_15, CUSTOM, CUSTOM, false, false, , 
INCHMI_PRO_15_6, CUSTOM, CUSTOM, false, true, , Xiaomi
INSPIRON_11_3000, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_13Z, UNKNOWN, RECTANGLE, false, true, , Dell
INSPIRON_13_5378, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_13_7000, CUSTOM, CUSTOM, false, false, , 
INSPIRON_13_7368, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_1425, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_14R_3421, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_14Z, UNKNOWN, RECTANGLE, false, true, 66.1 x 11.7 x 2.0, Dell
INSPIRON_14Z_5423, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_14_3000_SERIES_(3458), UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_14_3437, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_14_5000_SERIES_(5458)（5459）, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_14_5421, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_14_5439, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_14_5447, CUSTOM, CUSTOM, false, false, , 
INSPIRON_14_5468, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_14_7000, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_14_7437, UNKNOWN, CUSTOM, false, true, , Dell
INSPIRON_14_7447, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_14_7467, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_1525, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_15R_3521, CUSTOM, FAT, false, true, , Dell
INSPIRON_15R_3537, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_15R_5521, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15R_5537, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15R_7520, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15Z_5523, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_3000_SERIES, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_3000_SERIES_(3451), UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_3000_SERIES_(3558), UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_3521, CUSTOM, FAT, false, true, , Dell
INSPIRON_15_3531, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_3576_D1525B, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_5547, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_5568, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_15_7000, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_15_7537, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_15_7547, CUSTOM, CUSTOM, false, false, , 
INSPIRON_15_7548, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_15_7557, CUSTOM, FAT, false, true, , Dell
INSPIRON_15_7559, CUSTOM, FAT, false, true, , Dell
INSPIRON_15_7560, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_15_7566, CUSTOM, FAT, false, false, , 
INSPIRON_15_7567, CUSTOM, FAT, false, false, , 
INSPIRON_15_7568, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_17R_3737, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_17R_5721, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_17R_5737, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_17R_7720, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_17_3721, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_17_5000_SERIES, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_17_7353, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_17_7778, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_3147, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_3162, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_3551, CUSTOM, CUSTOM, false, false, , 
INSPIRON_5323, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_5445, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_5451, CUSTOM, CUSTOM, false, false, , 
INSPIRON_5748, CUSTOM, CUSTOM, false, true, 48.8 x 20.8 x 8.0, Dell
INSPIRON_7347, CUSTOM, CUSTOM, false, true, 165.1 x 71.0 x 2.0, Dell
INSPIRON_7373, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_DUO, UNKNOWN, UNKNOWN, false, false, , 
INSPIRON_DUO_1090, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_M301, UNKNOWN, RECTANGLE, false, false, , 
INSPIRON_N3010, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_N301_INSPIRON_N301Z, UNKNOWN, UNKNOWN, false, true, , Dell
INSPIRON_N4010, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_N5010, CUSTOM, CUSTOM, false, true, , Dell
INSPIRON_N7010, CUSTOM, CUSTOM, false, false, , 
INSPRION_17_7737, UNKNOWN, UNKNOWN, false, false, , 
INSYS_4580270P, UNKNOWN, UNKNOWN, false, true, , Cx
INTEL_CONVERTIBLE_CLASSMATE_PC, UNKNOWN, UNKNOWN, false, true, , Fujitsu
IRIS_FB1_I3_4_S1, UNKNOWN, UNKNOWN, false, true, , Ldlc
IRIS_FB2_I5_8_S2, UNKNOWN, UNKNOWN, false, true, , Ldlc
IRIS_FB2_I7_8_S2, UNKNOWN, UNKNOWN, false, true, , Ldlc
ITRONIX_1X270_M, UNKNOWN, UNKNOWN, false, true, , General
IX101B2_TABLET, PIN_9, FAT, false, true, , Xplore
J0PGR, UNKNOWN, UNKNOWN, false, true, , Dell
J10_3S2200_G1B1, UNKNOWN, UNKNOWN, false, true, , Hasee
J1KND, UNKNOWN, UNKNOWN, false, true, , Dell
J22_P4, UNKNOWN, UNKNOWN, false, true, , Benq
J31N7, CUSTOM, UNKNOWN, false, true, , Dell
J31N7_J31N7, UNKNOWN, UNKNOWN, false, false, , 
J52161_002, UNKNOWN, UNKNOWN, false, true, , Getak
J60J5, CUSTOM, RECTANGLE, false, true, , Dell
J79X4, CUSTOM, CUSTOM, false, true, , Dell
J7HTX, CUSTOM, UNKNOWN, false, true, , Dell
J927H, UNKNOWN, UNKNOWN, false, true, , Dell
JC03, UNKNOWN, UNKNOWN, false, false, , 
JC04, CUSTOM, CUSTOM, false, false, , 
JD25G, PIN_8, RECTANGLE, false, false, , 
JD33K, CUSTOM, CUSTOM, false, true, , Dell
JG176, CUSTOM, CUSTOM, false, true, , Dell
JI04XL, UNKNOWN, UNKNOWN, false, true, , Hp
JK02_V2, UNKNOWN, UNKNOWN, false, true, , Jumper
JL5784195PL, UNKNOWN, UNKNOWN, false, true, , Other
JN06, UNKNOWN, RECTANGLE, false, true, , Hp
JNB3S3PX03, UNKNOWN, UNKNOWN, false, true, , Other
JOYBOOK_P51E, UNKNOWN, UNKNOWN, false, false, , 
JOYBOOK_R55, UNKNOWN, UNKNOWN, false, true, , Benq
JOYBOOK_S35, UNKNOWN, UNKNOWN, false, true, , Benq
JS, UNKNOWN, UNKNOWN, false, false, , 
JS_970, UNKNOWN, UNKNOWN, false, true, , Toshiba
JT784, UNKNOWN, RECTANGLE, false, true, 82.2 x 21.0 x 4.0, Dell
JT784_JT784, UNKNOWN, RECTANGLE, false, false, 82.2 x 21.0 x 4.0, 
JUMPER, PANDA_PM, UNKNOWN, false, false, , 
JW, UNKNOWN, UNKNOWN, false, false, , 
JWPHF, UNKNOWN, UNKNOWN, false, true, , Dell
JW_8, UNKNOWN, UNKNOWN, false, true, , Hp
JY200, UNKNOWN, UNKNOWN, false, false, , 
K000072210, UNKNOWN, UNKNOWN, false, false, , 
K00B, CUSTOM, CUSTOM, false, true, , Asus
K016, UNKNOWN, UNKNOWN, false, false, , 
K05CN, OTHER, RECTANGLE, false, false, , 
K104, UNKNOWN, UNKNOWN, false, true, , Hp
K17_8U, UNKNOWN, UNKNOWN, false, true, , Wooking
K185W, UNKNOWN, UNKNOWN, false, false, , 
K23_SERIES, UNKNOWN, UNKNOWN, false, true, , Lenovo
K26, UNKNOWN, UNKNOWN, false, false, , 
K26_SERIES, UNKNOWN, UNKNOWN, false, true, , Lenovo
K350, UNKNOWN, UNKNOWN, false, true, , Hasee
K36, UNKNOWN, UNKNOWN, false, false, , 
K400, UNKNOWN, UNKNOWN, false, true, , Tongfang
K401J, UNKNOWN, UNKNOWN, false, false, , 
K401L, UNKNOWN, UNKNOWN, false, true, , Asus
K401U, UNKNOWN, UNKNOWN, false, true, , Asus
K40IN, UNKNOWN, UNKNOWN, false, false, , 
K41H, UNKNOWN, UNKNOWN, false, true, , Tongfang
K41_70, UNKNOWN, UNKNOWN, false, true, , Lenovo
K42, CUSTOM, CUSTOM, false, true, , Asus
K43, UNKNOWN, UNKNOWN, false, false, , 
K43S, CUSTOM, CUSTOM, false, false, , 
K43_SERIES, UNKNOWN, UNKNOWN, false, false, , 
K450N, UNKNOWN, UNKNOWN, false, true, , Dell
K451L, UNKNOWN, UNKNOWN, false, false, , 
K455L, UNKNOWN, UNKNOWN, false, false, , 
K45D, CUSTOM, CUSTOM, false, true, , Asus
K46, CUSTOM, CUSTOM, false, false, , 
K48F, UNKNOWN, UNKNOWN, false, false, , 
K4CP5, UNKNOWN, UNKNOWN, false, true, , Dell
K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5_K4CP5, UNKNOWN, UNKNOWN, false, false, , 
K501J, UNKNOWN, UNKNOWN, false, true, , Asus
K501LB, UNKNOWN, UNKNOWN, false, false, , 
K501LX, UNKNOWN, UNKNOWN, false, false, , 
K501U, UNKNOWN, UNKNOWN, false, true, , Asus
K501UX, UNKNOWN, UNKNOWN, false, true, , Asus
K50I, UNKNOWN, UNKNOWN, false, true, , Asus
K50ID, UNKNOWN, UNKNOWN, false, true, , Asus
K50IJ, UNKNOWN, UNKNOWN, false, false, , 
K52, UNKNOWN, UNKNOWN, false, true, , Asus
K52J, CUSTOM, CUSTOM, false, true, 48.3 x 21.2 x 5.0, Asus
K53_SERIES, UNKNOWN, UNKNOWN, false, true, , Asus
K540L, UNKNOWN, UNKNOWN, false, false, , 
K55, CUSTOM, CUSTOM, false, true, , Asus
K550, CUSTOM, CUSTOM, false, true, , Asus
K550D, CUSTOM, CUSTOM, false, true, , Asus
K551L, UNKNOWN, UNKNOWN, false, false, , 
K555L, UNKNOWN, UNKNOWN, false, false, , 
K55L82H, CUSTOM, CUSTOM, false, false, , 
K56, CUSTOM, CUSTOM, false, false, , 
K56LM2H, CUSTOM, CUSTOM, false, true, , Asus
K5XWW, CUSTOM, CUSTOM, false, true, , Dell
K601, UNKNOWN, UNKNOWN, false, false, , 
K610C, UNKNOWN, UNKNOWN, false, true, , Hasee
K62, UNKNOWN, UNKNOWN, false, true, , Asus
K650C_I7_D1, UNKNOWN, UNKNOWN, false, true, , Hasee
K660E_I7D8, CUSTOM, CUSTOM, false, false, , 
K660E_I7_D1, UNKNOWN, UNKNOWN, false, false, , 
K670E, UNKNOWN, UNKNOWN, false, true, , Hasee
K70IC, UNKNOWN, UNKNOWN, false, true, , Asus
K72, UNKNOWN, RECTANGLE, false, true, , Asus
K72F, UNKNOWN, RECTANGLE, false, true, 54.0 x 20.0 x 1.0, Asus
K72J, UNKNOWN, UNKNOWN, false, true, , Asus
K73, UNKNOWN, UNKNOWN, false, true, , Asus
K75, CUSTOM, CUSTOM, false, false, , 
K751, UNKNOWN, UNKNOWN, false, true, , Asus
K751M, CUSTOM, CUSTOM, false, false, , 
K760E, UNKNOWN, UNKNOWN, false, true, , Hasee
K780E, UNKNOWN, UNKNOWN, false, true, , Hasee
K88_AT&T_TREK_2_HD, UNKNOWN, UNKNOWN, false, false, , 
K93SV，K95, UNKNOWN, UNKNOWN, false, false, , 
KA21012, UNKNOWN, UNKNOWN, false, false, , 
KA21012_01, UNKNOWN, UNKNOWN, false, true, , Samsung
KB01, UNKNOWN, UNKNOWN, false, true, , Getak
KB06XL, UNKNOWN, UNKNOWN, false, true, , Hp
KB1RP, UNKNOWN, UNKNOWN, false, true, , Dell
KB3074, PIN_7, CUSTOM, false, true, , Lenovo
KBM14HD, UNKNOWN, UNKNOWN, false, true, , Positivo
KD476, UNKNOWN, UNKNOWN, false, true, , Dell
KD476_KD476, UNKNOWN, UNKNOWN, false, false, , 
KE07040, UNKNOWN, UNKNOWN, false, true, , Kohjinsha
KE07050, UNKNOWN, UNKNOWN, false, true, , Kohjinsha
KEY, UNKNOWN, UNKNOWN, false, false, , 
KEY_15, UNKNOWN, UNKNOWN, false, true, , Schenker
KEY_15_COMET_LAKE, UNKNOWN, UNKNOWN, false, true, , Schenker
KEY_16, UNKNOWN, UNKNOWN, false, true, , Schenker
KI04, UNKNOWN, UNKNOWN, false, true, , Hp
KI85W, UNKNOWN, UNKNOWN, false, false, , 
KINDLE_170_1032_00, CUSTOM, CUSTOM, false, false, , 
KINGBOOK_T96E, UNKNOWN, UNKNOWN, false, true, , Hasee
KIRA, PIN_7, CUSTOM, false, false, , 
KIRA_101, UNKNOWN, UNKNOWN, false, true, , Toshiba
KIRA_ULTRABOOK_I7, UNKNOWN, UNKNOWN, false, true, , Toshiba
KJ2PX, UNKNOWN, UNKNOWN, false, true, , Alienware
KK04XL, CUSTOM, RECTANGLE, false, true, , Hp
KM742, UNKNOWN, UNKNOWN, false, true, , Dell
KM760, CUSTOM, CUSTOM, false, true, , Dell
KM760_KM760_KM760_KM760_KM760, UNKNOWN, UNKNOWN, false, false, , 
KN02XL, CUSTOM, SQUARE, false, true, , Hp
KP03, UNKNOWN, UNKNOWN, false, false, , 
KP06, UNKNOWN, UNKNOWN, false, true, , Hp
KP434, UNKNOWN, UNKNOWN, false, true, , Dell
KR174, UNKNOWN, UNKNOWN, false, true, , Dell
KS525AA, UNKNOWN, UNKNOWN, false, true, , Hp
KT, CUSTOM, CUSTOM, false, false, 54.0 x 20.2 x 3.0, 
KT02XL, UNKNOWN, UNKNOWN, false, false, , 
KT_00303, CUSTOM, CUSTOM, false, false, , 
KT_00303_002, UNKNOWN, UNKNOWN, false, true, , Acer
KT_00303_002_KT, UNKNOWN, UNKNOWN, false, false, , 
KT_00603, CUSTOM, CUSTOM, false, false, 54.0 x 20.2 x 3.0, 
KT_00603_008, CUSTOM, CUSTOM, false, true, 54.0 x 20.2 x 3.0, Acer
KU530AA, UNKNOWN, UNKNOWN, false, true, , Compaq
KU530AA_KU530AA, UNKNOWN, UNKNOWN, false, false, , 
KU531AA, UNKNOWN, UNKNOWN, false, true, , Hp
KVY4F, UNKNOWN, UNKNOWN, false, true, , Dell
KW300D, UNKNOWN, UNKNOWN, false, true, , Msi
KY265, UNKNOWN, UNKNOWN, false, true, , Dell
KY477, UNKNOWN, RECTANGLE, false, true, , Dell
KY477_KY477_KY477_KY477, UNKNOWN, UNKNOWN, false, false, , 
L0690L6, UNKNOWN, UNKNOWN, false, true, , Asus
L07350_1C1, UNKNOWN, UNKNOWN, false, true, , Hp
L07_2S2600_S1C1, PIN_8, RECTANGLE, false, true, , Uniwill
L08L6D12, UNKNOWN, UNKNOWN, false, true, , Lenovo
L08M4B21, UNKNOWN, UNKNOWN, false, true, , Lenovo
L08S6C02, UNKNOWN, UNKNOWN, false, true, , Lenovo
L08S6C02_L08S6C02, UNKNOWN, UNKNOWN, false, false, , 
L08S6D02, UNKNOWN, UNKNOWN, false, true, , Lenovo
L09C4P1, CUSTOM, CUSTOM, false, true, , Lenovo
L09C6Y11, CUSTOM, CUSTOM, false, true, , Lenovo
L09M4P16, UNKNOWN, UNKNOWN, false, false, , 
L09M4T09, UNKNOWN, UNKNOWN, false, false, , 
L09M4T09_L09M4T09, UNKNOWN, UNKNOWN, false, false, , 
L09M6Y02, CUSTOM, CUSTOM, false, true, , Lenovo
L09P6D21, UNKNOWN, UNKNOWN, false, false, , 
L09S3E31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L09S4B21, UNKNOWN, UNKNOWN, false, true, , Lenovo
L09S6D21, UNKNOWN, UNKNOWN, false, true, , Lenovo
L09S6Y02, CUSTOM, CUSTOM, false, false, , 
L10C6Y02, UNKNOWN, UNKNOWN, false, false, , 
L10C6Y02_L10C6Y02, UNKNOWN, UNKNOWN, false, false, , 
L10M2122, PIN_6, SQUARE, false, true, , Lenovo
L10M4E21, UNKNOWN, UNKNOWN, false, false, , 
L10M4P11, UNKNOWN, UNKNOWN, false, false, , 
L10M4P12, UNKNOWN, UNKNOWN, false, true, , Lenovo
L10M4P21, UNKNOWN, UNKNOWN, false, true, , Lenovo
L10N4E21, UNKNOWN, UNKNOWN, false, false, , 
L10P6F21, CUSTOM, CUSTOM, false, true, , Lenovo
L11421_1C1, UNKNOWN, UNKNOWN, false, true, , Hp
L11421_1C2, CUSTOM, CUSTOM, false, true, , Hp
L11C2P31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11L6R02, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11L6R02_L11L6R02, UNKNOWN, UNKNOWN, false, false, , 
L11L6Y01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11M2P01, UNKNOWN, UNKNOWN, false, false, , 
L11M3P01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11M3P02, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11M4P13, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11M6Y01, UNKNOWN, UNKNOWN, false, false, , 
L11N3P51, UNKNOWN, UNKNOWN, false, true, , Lenovo
L11S2P01, CUSTOM, CUSTOM, false, true, , Lenovo
L11S6Y01, UNKNOWN, UNKNOWN, false, false, , 
L12717_421, UNKNOWN, UNKNOWN, false, true, , Hp
L12C3A01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12C4P11, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12D2P31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12L3P53, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12L4A01, CUSTOM, CUSTOM, false, false, , 
L12L4A02, PIN_4, RECTANGLE, false, true, , Lenovo
L12L4E01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12L4E55, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12L4P62, PIN_3, RECTANGLE, false, true, , Lenovo
L12M2P31, UNKNOWN, UNKNOWN, false, false, , 
L12M3A01, UNKNOWN, UNKNOWN, false, false, , 
L12M4A01, CUSTOM, CUSTOM, false, false, , 
L12M4A02, UNKNOWN, UNKNOWN, false, false, , 
L12M4E01, PIN_4, RECTANGLE, false, true, , Lenovo
L12M4E01_L12M4E01, UNKNOWN, UNKNOWN, false, false, , 
L12M4F02, CUSTOM, CUSTOM, false, true, , Lenovo
L12M4P21, CUSTOM, CUSTOM, false, true, , Lenovo
L12M4P61, CUSTOM, CUSTOM, false, true, , Lenovo
L12M4P62, PIN_3, RECTANGLE, false, false, , 
L12N2P01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12S3F01, UNKNOWN, UNKNOWN, false, false, , 
L12S4A01, CUSTOM, CUSTOM, false, true, , Lenovo
L12S4A02, PIN_4, RECTANGLE, false, true, , Lenovo
L12S4E01, UNKNOWN, UNKNOWN, false, false, , 
L12S4F01, CUSTOM, CUSTOM, false, false, , 
L12S4K01, CUSTOM, CUSTOM, false, true, , Lenovo
L12S4K01_L12S4K01_L12S4K01_L12S4K01, UNKNOWN, UNKNOWN, false, false, , 
L12S4L01, CUSTOM, CUSTOM, false, true, , Lenovo
L12S4Z51, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12S6A01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12S6E01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L12T1P33, UNKNOWN, UNKNOWN, false, true, , Lenovo
L13D3E31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L13L4A01, UNKNOWN, UNKNOWN, false, true, , Lenovo
L13L4A01_L13L4A01, UNKNOWN, UNKNOWN, false, false, , 
L13L4E61_L13S4E61, CUSTOM, CUSTOM, false, false, , 
L13L4P21, CUSTOM, CUSTOM, false, true, , Lenovo
L13L4P61, PIN_7, RECTANGLE, false, false, , 
L13M4A01, UNKNOWN, UNKNOWN, false, false, , 
L13M4A61, CUSTOM, CUSTOM, false, true, , Lenovo
L13M4P01, UNKNOWN, UNKNOWN, false, false, , 
L13M4P02, CUSTOM, CUSTOM, false, true, , Lenovo
L13M4P21, CUSTOM, CUSTOM, false, false, , 
L13M4P71, CUSTOM, CUSTOM, false, true, , Lenovo
L13M4PO2, UNKNOWN, UNKNOWN, false, false, , 
L13M6P71, CUSTOM, CUSTOM, false, true, , Lenovo
L13N4P01, CUSTOM, CUSTOM, false, true, , Lenovo
L13S3Z61, UNKNOWN, UNKNOWN, false, false, , 
L13S4A61, CUSTOM, CUSTOM, false, true, , Lenovo
L13S4P21, UNKNOWN, UNKNOWN, false, false, , 
L14C1P21, UNKNOWN, UNKNOWN, false, false, , 
L14C2K31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14C3K31, CUSTOM, CUSTOM, false, true, , Lenovo
L14C3K31，L14D3K31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14C3K32, UNKNOWN, UNKNOWN, false, false, , 
L14C4K31, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14D2P31, UNKNOWN, UNKNOWN, false, false, , 
L14D3K32, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14L2P21, CUSTOM, CUSTOM, false, true, , Lenovo
L14L2P22, UNKNOWN, CUSTOM, false, true, , Lenovo
L14L3P21, CUSTOM, CUSTOM, false, true, , Lenovo
L14L3PB0, PIN_8, CUSTOM, false, false, , 
L14L4A01, CUSTOM, CUSTOM, false, false, , 
L14L4P24, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14L4P71, CUSTOM, CUSTOM, false, false, , 
L14M2921, CUSTOM, CUSTOM, false, false, , 
L14M2P21, CUSTOM, CUSTOM, false, true, , Lenovo
L14M2P22, CUSTOM, CUSTOM, false, false, , 
L14M2P23, PIN_7, RECTANGLE, false, false, , 
L14M3P21, CUSTOM, CUSTOM, false, true, , Lenovo
L14M3P23, PIN_8, RECTANGLE, false, true, , Lenovo
L14M3P24, PIN_12, RECTANGLE, false, true, , Lenovo
L14M3PB0, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14M4P21, UNKNOWN, UNKNOWN, false, true, , Lenovo
L14M4P22, CUSTOM, CUSTOM, false, true, , Lenovo
L14M4P23, PIN_12, RECTANGLE, false, false, , 
L14M4P71, CUSTOM, CUSTOM, false, true, , Lenovo
L14M4P72, CUSTOM, CUSTOM, false, false, , 
L14M4P73, PIN_8, CUSTOM, false, false, , 
L14M6F01, UNKNOWN, UNKNOWN, false, false, , 
L14M6F01_L14M6F01_L14M6F01_L14M6F01, UNKNOWN, UNKNOWN, false, false, , 
L14M6P21, UNKNOWN, UNKNOWN, false, true, , Lenovo
